class,bare_soil
546.37,1.364e-05
547.69,1.225e-05
549.01,5.39e-06
550.33,2.6939999999999996e-05
551.65,1.454e-05
552.97,1.809e-05
554.29,9.74e-06
555.6,1.1e-05
556.92,9.78e-06
558.24,1.66e-05
559.56,2.513e-05
560.88,9.12e-06
562.2,1.391e-05
563.52,8.96e-06
564.84,1.2e-05
566.15,1.493e-05
567.47,1.09e-05
568.79,9.31e-06
570.11,1.291e-05
571.43,1.3150000000000001e-05
572.75,1.87e-05
574.07,1.255e-05
575.38,9.89e-06
576.7,1.257e-05
578.02,2.511e-05
579.34,2.427e-05
580.66,9.88e-06
581.98,1.1949999999999999e-05
583.3,5.25e-06
584.62,2.5319999999999998e-05
585.93,2.461e-05
587.25,1.677e-05
588.57,9.1e-06
589.89,8.580000000000001e-06
591.21,9.32e-06
592.53,9.329999999999999e-06
593.85,2.036e-05
595.16,7.69e-06
596.48,1.4000000000000001e-05
597.8,1.278e-05
599.12,1.098e-05
600.44,1.2970000000000001e-05
601.76,9.01e-06
603.08,6.98e-06
604.4,1.799e-05
605.71,1.285e-05
607.03,7.240000000000001e-06
608.35,1.3180000000000001e-05
609.67,7.11e-06
610.99,6.1e-06
612.31,1.2e-05
613.63,2.687e-05
614.95,7.54e-06
616.26,7.9e-06
617.58,4.72e-06
618.9,2.6229999999999998e-05
620.22,2.255e-05
621.54,1.4480000000000002e-05
622.86,1.2339999999999999e-05
624.18,3.7800000000000002e-06
625.49,9.139999999999999e-06
626.81,1.4680000000000002e-05
628.13,1.777e-05
629.45,6.3100000000000006e-06
630.77,1.0739999999999999e-05
632.09,9.289999999999999e-06
633.41,1.0009999999999999e-05
634.73,2.711e-05
636.04,8.67e-06
637.36,9.15e-06
638.68,7.340000000000001e-06
640.0,1.222e-05
641.32,1.2270000000000001e-05
642.64,9.79e-06
643.96,8.03e-06
645.27,1.575e-05
646.59,1.05e-05
647.91,9.77e-06
649.23,1.0870000000000001e-05
650.55,1.143e-05
651.87,6.719999999999999e-06
653.19,2.437e-05
654.51,2.581e-05
655.82,4.65e-06
657.14,1.24e-05
658.46,6.169999999999999e-06
659.78,1.25e-05
661.1,2.103e-05
662.42,1.766e-05
663.74,7.55e-06
665.05,7.16e-06
666.37,1.095e-05
667.69,9.669999999999999e-06
669.01,2.311e-05
670.33,9.610000000000001e-06
671.65,1.257e-05
672.97,1.029e-05
674.29,1.1079999999999999e-05
675.6,1.358e-05
676.92,9.79e-06
678.24,8.32e-06
679.56,1.538e-05
680.88,1.206e-05
682.2,1.131e-05
683.52,7.280000000000001e-06
684.84,1.01e-05
686.15,4.18e-06
687.47,1.066e-05
688.79,2.872e-05
690.11,6.92e-06
691.43,7.11e-06
692.75,4.96e-06
694.07,2.585e-05
695.38,2.205e-05
696.7,1.1700000000000001e-05
698.02,1.049e-05
699.34,9.669999999999999e-06
700.66,1.0209999999999999e-05
701.98,1.864e-05
703.3,2.16e-05
704.62,4.06e-06
705.93,1.145e-05
707.25,9.75e-06
708.57,8.87e-06
709.89,2.406e-05
711.21,6.73e-06
712.53,7.45e-06
713.85,9.41e-06
715.16,1.343e-05
716.48,1.153e-05
717.8,6.719999999999999e-06
719.12,5.88e-06
720.44,1.278e-05
721.76,1.206e-05
723.08,9.63e-06
724.4,1.85e-05
725.71,8.24e-06
727.03,6.05e-06
728.35,1.691e-05
729.67,2.4679999999999997e-05
730.99,6.469999999999999e-06
732.31,1.948e-05
733.63,6.4e-06
734.95,1.0019999999999999e-05
736.26,2.2159999999999998e-05
737.58,1.583e-05
738.9,7.530000000000001e-06
740.22,4.99e-06
741.54,9.71e-06
742.86,1.071e-05
744.18,2.465e-05
745.49,8.79e-06
746.81,2.268e-05
748.13,1.166e-05
749.45,9.36e-06
750.77,1.914e-05
752.09,7.84e-06
753.41,5.42e-06
754.73,1.963e-05
756.04,1.1459999999999999e-05
757.36,7.96e-06
758.68,6.1499999999999996e-06
760.0,9.45e-06
761.32,5.32e-06
762.64,1.187e-05
763.96,2.697e-05
765.27,7.46e-06
766.59,9.28e-06
767.91,5.9700000000000004e-06
769.23,1.901e-05
770.55,2.111e-05
771.87,1.4619999999999999e-05
773.19,1.8920000000000002e-05
774.51,6.2300000000000005e-06
775.82,1.063e-05
777.14,2.1479999999999998e-05
778.46,1.401e-05
779.78,5.95e-06
781.1,1.2460000000000001e-05
782.42,9.56e-06
783.74,6.7e-06
785.05,2.3e-05
786.37,7.75e-06
787.69,6.279999999999999e-06
789.01,9.84e-06
790.33,1.4499999999999998e-05
791.65,1.019e-05
792.97,1.004e-05
794.29,1.0539999999999999e-05
795.6,1.931e-05
796.92,1.1360000000000001e-05
798.24,8.59e-06
799.56,1.818e-05
800.88,8.36e-06
802.2,3.5299999999999997e-06
803.52,1.818e-05
804.84,2.308e-05
806.15,6.2399999999999995e-06
807.47,1.993e-05
808.79,7.589999999999999e-06
810.11,1.129e-05
811.43,2.089e-05
812.75,1.4060000000000001e-05
814.07,7.4899999999999994e-06
815.38,7.1e-06
816.7,1.129e-05
818.02,9.64e-06
819.34,2.152e-05
820.66,7.18e-06
821.98,2.205e-05
823.3,9.79e-06
824.62,9.92e-06
825.93,2.027e-05
827.25,1.071e-05
828.57,7.16e-06
829.89,1.7310000000000002e-05
831.21,1.396e-05
832.53,6.3299999999999995e-06
833.85,6.660000000000001e-06
835.16,8.84e-06
836.48,4.26e-06
837.8,1.3170000000000001e-05
839.12,2.772e-05
840.44,6.660000000000001e-06
841.76,8.57e-06
843.08,6.13e-06
844.4,1.709e-05
845.71,2.473e-05
847.03,1.4599999999999999e-05
848.35,1.944e-05
849.67,6.4199999999999995e-06
850.99,1.739e-05
852.31,2.446e-05
853.63,1.723e-05
854.95,1.914e-05
856.26,1.198e-05
857.58,1.067e-05
858.9,2.438e-05
860.22,2.1609999999999998e-05
861.54,8.229999999999999e-06
862.86,2.362e-05
864.18,7.35e-06
865.49,1.27e-05
866.81,2.243e-05
868.13,9.41e-06
869.45,9.71e-06
870.77,1.898e-05
872.09,1.287e-05
873.41,2.088e-05
874.73,1.8279999999999998e-05
876.04,9.43e-06
877.36,1.255e-05
878.68,2.01e-05
880.0,2.359e-05
881.32,1.9980000000000002e-05
882.64,1.9370000000000003e-05
883.96,7.93e-06
885.27,1.837e-05
886.59,2.1249999999999998e-05
887.91,1.334e-05
889.23,2.154e-05
890.55,3.38e-06
891.87,9.52e-06
893.19,1.799e-05
894.51,2.24e-05
895.82,1.039e-05
897.14,2.315e-05
898.46,1.167e-05
899.78,2.025e-05
901.1,2.01e-05
902.42,9.91e-06
903.74,2.185e-05
905.05,1.444e-05
906.37,1.235e-05
907.69,1.895e-05
909.01,6.1e-06
910.33,1.08e-05
911.65,1.472e-05
912.97,1.218e-05
914.29,2.8510000000000003e-05
915.6,2.006e-05
916.92,8.77e-06
918.24,5.72e-06
919.56,1.868e-05
920.88,2.129e-05
922.2,1.525e-05
923.52,2.1890000000000002e-05
924.84,5.1799999999999995e-06
926.15,1.604e-05
927.47,2.024e-05
928.79,2.02e-05
930.11,1.901e-05
931.43,1.454e-05
932.75,9.289999999999999e-06
934.07,1.7330000000000002e-05
935.38,2.294e-05
936.7,8.580000000000001e-06
938.02,1.9600000000000002e-05
939.34,8.079999999999999e-06
940.66,1.311e-05
941.98,1.999e-05
943.3,8.64e-06
944.62,1.072e-05
945.93,1.696e-05
947.25,1.4829999999999999e-05
948.57,2.071e-05
949.89,2.032e-05
951.21,8.83e-06
952.53,1.457e-05
953.85,1.714e-05
955.16,2.6600000000000003e-05
956.48,2.149e-05
957.8,2.112e-05
959.12,4.02e-06
960.44,1.7690000000000002e-05
961.76,2.173e-05
963.08,1.497e-05
964.4,1.796e-05
965.71,5.15e-06
967.03,1.181e-05
968.35,2.077e-05
969.67,1.98e-05
970.99,6.79e-06
972.31,2.205e-05
973.63,1.005e-05
974.95,1.811e-05
976.26,1.686e-05
977.58,6.6799999999999996e-06
978.9,2.361e-05
980.22,1.5720000000000002e-05
981.54,1.244e-05
982.86,1.9e-05
984.18,9.9e-06
985.49,9.02e-06
986.81,1.489e-05
988.13,8.989999999999999e-06
989.45,2.6600000000000003e-05
990.77,1.677e-05
992.09,8.85e-06
993.41,2.73e-06
994.73,1.817e-05
996.04,2.4299999999999998e-05
997.36,1.4480000000000002e-05
998.68,1.772e-05
1000.0,4.8e-06
