class,green_area
506.81,2.0799999999999997e-05
508.13,1.55e-05
509.45,2.6879999999999997e-05
510.77,1.149e-05
512.09,9.28e-06
513.41,1.451e-05
514.73,1.815e-05
516.04,2.725e-05
517.36,9.02e-06
518.68,1.058e-05
520.0,9.96e-06
521.32,2.062e-05
522.64,2.959e-05
523.96,9.85e-06
525.27,1.009e-05
526.59,8.079999999999999e-06
527.91,1.349e-05
529.23,1.7599999999999998e-05
530.55,1.285e-05
531.87,9.51e-06
533.19,1.428e-05
534.51,1.303e-05
535.82,1.499e-05
537.14,1.3039999999999999e-05
538.46,8.79e-06
539.78,1.1050000000000001e-05
541.1,2.329e-05
542.42,1.565e-05
543.74,1.597e-05
545.05,1.24e-05
546.37,1.371e-05
547.69,1.868e-05
549.01,1.387e-05
550.33,2.75e-05
551.65,1.2e-05
552.97,9.06e-06
554.29,7.79e-06
555.6,1.8310000000000003e-05
556.92,2.871e-05
558.24,9.72e-06
559.56,1.035e-05
560.88,5.0999999999999995e-06
562.2,2.175e-05
563.52,2.341e-05
564.84,1.147e-05
566.15,1.244e-05
567.47,1.2590000000000001e-05
568.79,1.158e-05
570.11,1.622e-05
571.43,1.4879999999999998e-05
572.75,6.74e-06
574.07,1.0539999999999999e-05
575.38,1.107e-05
576.7,2.0189999999999998e-05
578.02,1.376e-05
579.34,6.2e-06
580.66,5.199999999999999e-06
581.98,2.008e-05
583.3,1.272e-05
584.62,2.553e-05
585.93,1.169e-05
587.25,8.59e-06
588.57,1.702e-05
589.89,1.9750000000000002e-05
591.21,3.111e-05
592.53,7.02e-06
593.85,1.5260000000000003e-05
595.16,8.409999999999999e-06
596.48,1.003e-05
597.8,2.7850000000000003e-05
599.12,6.370000000000001e-06
600.44,8.12e-06
601.76,5.680000000000001e-06
603.08,1.144e-05
604.4,8.57e-06
605.71,1.288e-05
607.03,8.73e-06
608.35,1.058e-05
609.67,1.1419999999999999e-05
610.99,9.47e-06
612.31,1.1020000000000001e-05
613.63,7.870000000000001e-06
614.95,5.24e-06
616.26,2.258e-05
617.58,1.5609999999999998e-05
618.9,7.280000000000001e-06
620.22,8.609999999999999e-06
621.54,1.126e-05
622.86,9.329999999999999e-06
624.18,1.535e-05
625.49,2.661e-05
626.81,6.370000000000001e-06
628.13,8.59e-06
629.45,5.86e-06
630.77,1.218e-05
632.09,3.182e-05
633.41,7.889999999999999e-06
634.73,1.049e-05
636.04,7.8e-06
637.36,9.91e-06
638.68,1.83e-05
640.0,1.06e-05
641.32,6.95e-06
642.64,1.287e-05
643.96,1.3850000000000001e-05
645.27,8.88e-06
646.59,1.565e-05
647.91,7.48e-06
649.23,4.16e-06
650.55,1.01e-05
651.87,1.835e-05
653.19,1.1210000000000001e-05
654.51,1.018e-05
655.82,6.9400000000000005e-06
657.14,2.113e-05
658.46,1.434e-05
659.78,2.55e-05
661.1,1.078e-05
662.42,9.859999999999999e-06
663.74,5.070000000000001e-06
665.05,1.837e-05
666.37,2.868e-05
667.69,5.7000000000000005e-06
669.01,1.2149999999999999e-05
670.33,7.64e-06
671.65,1.203e-05
672.97,2.98e-05
674.29,8.459999999999999e-06
675.6,1.045e-05
676.92,6.460000000000001e-06
678.24,1.165e-05
679.56,9.92e-06
680.88,1.303e-05
682.2,8.85e-06
683.52,8.52e-06
684.84,1.0870000000000001e-05
686.15,8.7e-06
687.47,1.231e-05
688.79,9.45e-06
690.11,6.03e-06
691.43,2.192e-05
692.75,1.39e-05
694.07,6.22e-06
695.38,5.729999999999999e-06
696.7,1.092e-05
698.02,8.069999999999999e-06
699.34,1.2299999999999999e-05
700.66,3.1e-05
701.98,5.99e-06
703.3,7.889999999999999e-06
704.62,7.620000000000001e-06
705.93,1.117e-05
707.25,2.8570000000000003e-05
708.57,7.190000000000001e-06
709.89,2.249e-05
711.21,6.750000000000001e-06
712.53,9.15e-06
713.85,2.252e-05
715.16,1.075e-05
716.48,5.7099999999999995e-06
717.8,1.3039999999999999e-05
719.12,1.237e-05
720.44,8.88e-06
721.76,1.3819999999999998e-05
723.08,7.3800000000000005e-06
724.4,5.44e-06
725.71,1.241e-05
727.03,1.829e-05
728.35,8.210000000000001e-06
729.67,9.85e-06
730.99,7.22e-06
732.31,1.697e-05
733.63,1.4760000000000001e-05
734.95,2.2159999999999998e-05
736.26,1.87e-05
737.58,1.117e-05
738.9,4.48e-06
740.22,2.226e-05
741.54,2.5629999999999997e-05
742.86,6.8599999999999995e-06
744.18,2.466e-05
745.49,8.65e-06
746.81,1.023e-05
748.13,3.0209999999999997e-05
749.45,7.8e-06
750.77,7.059999999999999e-06
752.09,5.8700000000000005e-06
753.41,1.29e-05
754.73,1.126e-05
756.04,1.267e-05
757.36,6.840000000000001e-06
758.68,1.472e-05
760.0,1.139e-05
761.32,1.119e-05
762.64,1.9189999999999998e-05
763.96,9.9e-06
765.27,4.39e-06
766.59,1.974e-05
767.91,1.702e-05
769.23,5.89e-06
770.55,2.003e-05
771.87,1.0009999999999999e-05
773.19,8.7e-06
774.51,1.712e-05
775.82,2.6000000000000002e-05
777.14,7.46e-06
778.46,6.909999999999999e-06
779.78,5.24e-06
781.1,8.57e-06
782.42,2.953e-05
783.74,1.081e-05
785.05,2.122e-05
786.37,6.98e-06
787.69,8.88e-06
789.01,2.078e-05
790.33,1.083e-05
791.65,6.0600000000000004e-06
792.97,1.439e-05
794.29,1.367e-05
795.6,8.62e-06
796.92,1.085e-05
798.24,8.69e-06
799.56,5.4300000000000005e-06
800.88,1.138e-05
802.2,1.758e-05
803.52,6.4e-06
804.84,7.93e-06
806.15,5.899999999999999e-06
807.47,1.7069999999999998e-05
808.79,1.529e-05
810.11,2.319e-05
811.43,1.916e-05
812.75,8.38e-06
814.07,6.900000000000001e-06
815.38,1.743e-05
816.7,2.858e-05
818.02,9.16e-06
819.34,2.286e-05
820.66,6.25e-06
821.98,9.24e-06
823.3,3.065e-05
824.62,8.1e-06
825.93,6.560000000000001e-06
827.25,8.16e-06
828.57,9.55e-06
829.89,8.599999999999999e-06
831.21,1.043e-05
832.53,4.4600000000000005e-06
833.85,1.5340000000000002e-05
835.16,1.275e-05
836.48,9.080000000000001e-06
837.8,1.933e-05
839.12,8.54e-06
840.44,7.96e-06
841.76,1.7879999999999998e-05
843.08,1.691e-05
844.4,8.38e-06
845.71,2.073e-05
847.03,1.164e-05
848.35,9.460000000000001e-06
849.67,1.138e-05
850.99,2.5569999999999997e-05
852.31,1.97e-05
853.63,1.025e-05
854.95,9.04e-06
856.26,2.032e-05
857.58,2.9999999999999997e-05
858.9,1.116e-05
860.22,2.065e-05
861.54,6.0699999999999995e-06
862.86,2.144e-05
864.18,1.9220000000000002e-05
865.49,1.025e-05
866.81,1.957e-05
868.13,1.2970000000000001e-05
869.45,8.9e-06
870.77,2.169e-05
872.09,1.2820000000000001e-05
873.41,8.44e-06
874.73,1.53e-05
876.04,9.96e-06
877.36,1.704e-05
878.68,2.0549999999999998e-05
880.0,4.5699999999999994e-06
881.32,4.07e-06
882.64,1.852e-05
883.96,1.4269999999999999e-05
885.27,2.359e-05
886.59,1.944e-05
887.91,1.106e-05
889.23,1.7310000000000002e-05
890.55,2.031e-05
891.87,2.8270000000000002e-05
893.19,2.191e-05
894.51,2.169e-05
895.82,5.3e-06
897.14,1.814e-05
898.46,2.777e-05
899.78,1.222e-05
901.1,1.905e-05
902.42,5.510000000000001e-06
903.74,1.224e-05
905.05,1.676e-05
906.37,1.078e-05
907.69,8.54e-06
909.01,1.2640000000000001e-05
910.33,9.89e-06
911.65,1.967e-05
912.97,1.95e-05
914.29,7.45e-06
915.6,1.42e-05
916.92,1.555e-05
918.24,1.595e-05
919.56,2.1099999999999998e-05
920.88,2.1190000000000002e-05
922.2,7.6e-06
923.52,1.7480000000000002e-05
924.84,1.581e-05
926.15,2.78e-05
927.47,2.003e-05
928.79,1.107e-05
930.11,9.19e-06
931.43,1.995e-05
932.75,2.949e-05
934.07,1.062e-05
935.38,1.9070000000000002e-05
936.7,5.55e-06
938.02,1.7749999999999998e-05
939.34,2.0300000000000002e-05
940.66,1.19e-05
941.98,2.0419999999999998e-05
943.3,1.333e-05
944.62,1.2479999999999999e-05
945.93,2.109e-05
947.25,1.4480000000000002e-05
948.57,8.97e-06
949.89,1.243e-05
951.21,9.35e-06
952.53,1.785e-05
953.85,2.09e-05
955.16,6.57e-06
956.48,6.13e-06
957.8,1.925e-05
959.12,1.302e-05
960.44,2.6879999999999997e-05
961.76,2.0510000000000002e-05
963.08,1.3500000000000001e-05
964.4,1.504e-05
965.71,1.942e-05
967.03,2.977e-05
968.35,1.901e-05
969.67,1.794e-05
970.99,7.95e-06
972.31,2.124e-05
973.63,3.0930000000000004e-05
974.95,1.005e-05
976.26,2.394e-05
977.58,7.3999999999999995e-06
978.9,1.2149999999999999e-05
980.22,2.07e-05
981.54,1.567e-05
982.86,8.78e-06
984.18,1.497e-05
985.49,9.270000000000001e-06
986.81,2.103e-05
988.13,1.7979999999999997e-05
989.45,7.620000000000001e-06
990.77,1.26e-05
992.09,1.868e-05
993.41,1.7219999999999998e-05
994.73,2.155e-05
996.04,1.98e-05
997.36,1.132e-05
998.68,1.7860000000000002e-05
1000.0,1.398e-05
